3232233221322233323232233644344556564355 3715 6 5 7 6
4444433233322322233232326666355535236555 3517 4 7 8 7
2222223333323433323433333655555646465356 3916 9 9 8 8
3433221223323412321211112343234256161211 39 9 5 4 6 2
3121443441141114144443113166555636116564 3616 7 7 6 9
1132221132233311223333333163154446165656 4015 9 9 6 7
3244234433433444234433133555456426265665 4016 6 5 7 8
2343333332334444432223225665545656263444 3913 8 7 9 6
2333342323441222424442323554455445126666 2013 8 9 710
3333434444444434334444443544665545364556 3813 8 8 7 9
4444444443443433344444445666656656566666 3918 9 9 910
3333323332322232224443345255555636216666 2916 5 6 510
1111132132234334332223321315411456661116 3215 5 6 8 4
4333334433434443244433245664666666566666 4020 9 9 9 9
3233423242333222233344345465365554645555 3815 6 5 7 8
4444444444444444234444346662465666566666 2116 7 6 910
1223223212423343323333332322521333255666 3411 5 5 5 9
2232233333434434334334333434655666366666 4015 9 9 8 9
4444444434444433344434345666566656666666 3714 9 9 9 9
2232233333334433322213223556355556361255 3913 6 6 8 6
3333334332343423334444445565656656466666 3513 6 8 6 9
4444444444444444244444445666666666266666 4020 910 910
4444444333434444332323335666555656665455 31 1 6 610 8
3433344444434444344444445656566666566666 3817 8 810 9
3444443443444444343343445666665656665456 3514 9 9 9 8
4443344444444444344444444656666666265566 3815 8 8 9 8
3333333343434444332223335655665656362556 4016 9 9 9 9
4444443433443343334444445665656656466666 3915 7 7 7 9
4443433433444444344444336665545656664665 4017 8 8 9 9
1111313443434422334444443245666653466666 4016 8 8 6 8
4244443322332333334434235666555546256666 3115 6 7 7 9
4444442432333334333323335665444545554546 3916 9 9 8 9
2222223333333333232223222355455555246566 3815 9 9 6 9
2122222222224423232222221322621133361112 3511 4 2 5 2
2222342222223313223221224465243324646556 2012 3 2 4 8
4444432423333433232333236554343535462335 4015 5 5 6 6
3232222323321243222232223354344436323256 3916 4 5 8 8
3443433433333333223333332645364656234546 3916 8 7 8 8
3332234444444444244444345545545666565666 401710 910 9
3333444433444444334444442665656656266566 3017 9 9 8 9
4444433333434433323343344665665656365656 4018 5 6 8 9
2434322322324332321222214164333414461112 32 9 1 4 8 1
1212133443434444342211124535465566262132 4016 5 5 8 5
2222231122333334332132332334544565263445 3514 7 6 8 8
3342322321322322122322125255154556162112 3311 4 4 7 6
4444442332343422424244444655156656166556 3717 5 4 8 9
4344443432334444234332325565555656363555 3915 7 6 9 8
4333333333333322233333336665544645265455 3816 6 6 8 9
4444444344443344444444446666366666666666 3815 7 6 9 8
3444433332334344234444343664343646665666 3817 9 9 8 9
2221322313223232232313232225123534244323 2313 5 3 4 5
4444443434324411123444346664534633266666 3717 5 9 710
3432344432433433334433345655445646456666 3913 8 7 7 9
3333333333333311333433335554444534455555 3816 8 6 5 8
3334422422224322324212226662343545551113 3813 5 7 7 4
3333344432444444343434346656666566665555 3917 9 7 9 8
4333332222324333222222226565553554461144 3613 4 4 6 6
4444444444444444344444446666665656566666 3818 7 6 810
3233232222322112322222324445333344216454 3516 6 4 6 7
4444443442444444341113115666331666663114 3915 5 2 8 6
4413233424314433421444224664433466461112 37 9 4 110 2
3223432323314444441222225334225343561625 2711 5 1 6 5
3233333333332222224344335654543433356556 3617 6 7 6 9
3444433333334423333333336256244545554265 3214 6 4 6 6
1122221122223432321112231521235125361525 3212 2 110 5
4444443322332434323333213565534146535344 2614 4 1 8 6
4344444444444444444444446665566166666666 3914 9 4 9 9
3233333422323344311222324353241334411513 3514 4 2 4 3
2223234232233334222322221616546621136666 3916 4 8 4 9
4442443313324313443111116655655656562212 3512 6 4 6 4
3333322322222232224322225554555354334544 3817 4 5 4 5
2211112222412243231211224333222323431222 3515 6 2 6 4
2433323322333344242222435665643354353344 3513 5 1 5 6
4444441121114422113431436665112112166166 3915 4 6 4 7
4444443333331222333444334656454434636665 2413 5 7 5 8
4344331333133444231111222554241144651143 2710 3 1 3 4
3333333323333333334344445665565645156666 3819 8 8 810
3233333333434444342223222656665666662656 3714 8 6 8 6
3233334333333343333333434635656555566555 3518 7 6 7 8
2413221111331113412212122666111321411111 3816 2 1 2 4
4444443433443334444444346666666666156666 3915 7 9 8 9
1334432223334313331114334362424346664235 4019 5 8 6 8
4333334343444412333444442655666655366666 4020 9 9 8 9
1111122332234412312422233466641255156546 3917 8 8 7 8
3444433232331222234234235666556656645666 3817 7 9 6 9
2142122323232233234334334213646234336666 3317 5 9 7 9
3433332233332222324334334655545555546566 3720 8 8 6 8
2222233312332332233313234426455545555554 3918 7 9 7 9
4244321422424344222322326665636236166244 3618 2 6 6 6
2232322241313434131111116246413456631511 3814 9 5 8 5
3444342423334444342223225536666666665555 3912 7 8 9 8
1432323322222333332112335666446656456555 3616 8 9 9 9
4343334322334333443323446656656646666661 3821 7 9 8 9
3222322323323333322333233353455545353534 3719 8 8 6 4
3343333433333432322112223355444536552133 3818 9 9 7 4
3333234342334423224444344655634656366666 3915 8 8 6 9
4444443443444444444444446666664655566666 3718 7 9 810
1444432321214432221221221665534555122445 3512 4 7 5 5
3233323433333343232323234543455546253545 4016 9 8 6 5
1311122142321142241111113445455556651111 39 9 9 8 6 4
4233322233333243323223336655333536363245 3713 4 7 7 6
3233333423334434333433334465455555565555 4016 7 7 6 6
2333224322323314332321326666666156661116 3015 5 6 6 4
4434442342342344124444444543346444146666 3819 7 9 4 9
3333334442434444324422345353666556266566 3515 8 9 8 9
3333333334334422224444444565666656666666 40131010 6 8
2333334443443444234443343255555555556565 40201010 9 9
3344334434444444344444445666566666566666 401910101010
3433334442444444441122124545555666562325 371710 7 9 4
3244443333434423243333235566264666566265 361410 9 9 6
3333333444444444343444445565555666265656 3815 9 8 9 8
3343323433334433223433336644645666664666 3914 9 6 8 9
2433323432324432322323335553655436563446 3811 4 6 8 6
4444444244443244434434443265356656266666 3911 910 6 9
3422432331413313432241114466344646366154 3715 6 8 6 7
4442244424444333342212324656335466621624 3412 9 410 4
3444444433434444343433335666356656664465 391510 710 7
2433233433134423224434444636665656366666 3915 9 910 9
4444333333333444333343325665556656554665 3616 9 5 8 9
4443441343334444232333235565355656562555 3714 9 7 9 7
4444442231323311222221324664324636562444 3513 6 6 6 6
2232133332324344131211214463435566662134 3111 6 4 6 4
3444334433334443343433335665456656566666 4011 6 6 6 6
2344333334434444442322324555466666662354 3914 6 6 9 7
3333423332432333234333335556666655326666 39181010 8 8
2434433122322222233333232262355534243246 30 9 4 6 6 6
4444444434443344444444443666666656666666 3815 7 8 9 7
2222212211322211212323223333324366222234 35 7 4 4 5 5
2334312223222212224444343464344434436666 3816 510 410
3333323233332233223223225544646655353456 3815 7 8 6 8
3334323433333433323433233666665556565566 2916 3 9 8 9
3333233413344444142213232544236666461616 3812 4 5 8 5
4444443424434323334433435565355656465666 3314 610 7 9
4444444332443443234434344456365652466666 3816 710 7 9
2322222122222233223311114343425334344153 4016 710 910
4443333322224343232211216555424453163132 3914 6 6 7 7
4444424324343333333334446666665544656666 3813 4 8 7 9
4444444434444444344444346665666666665556 391610 9 9 9
4444444334444344344444445666566656566666 33171010 710
1211111132224411323322233212332256565535 3715 4 9 6 5
3342334433444444344433344545556666163545 4011 6 7 8 6
3444434443431433443332235666666666662545 4016 9 9 9 5
2122233433444444432344342435525644561425 3816 5 6 6 6
4443433333334434332233326665555656563545 3917 8 9 7 6
4344432243334443333344236665565666366666 4019 7 9 810
1242424131444444442342235546666556255565 3918 9 9 810
1333331423434434344433443465445556566665 3916 7 7 7 9
2331222442424244244242236646555666364556 3915 9 7 8 9
4444444433433433342433335666666656663345 4014 9 9 7 7
2232223343234433434444345654454556466666 3114 6 7 7 8
2434422433324444224434244565655356166666 3919 7 7 6 9
3332232442443333234444445564366544256666 4020 7 9 610
2241142411114444143414144654533346354555 4011 6 7 7 6
4444433433332223424433334665455556544656 3717 8 9 7 7
4444423423434411322413335666465656661646 3913 9 6 8 8
3343322232332222123332235665645634226666 351710 9 810
1111111121224433332223223315152226162522 3917 6 4 6 6
4444444433434322433434446666556666365666 3712 7 7 7 9
3221322432332333332323225455666646256666 3818 9 9 710
3444444423334423343323236656455656664455 4014 7 6 8 7
4444444434444444344444342666666656666666 391810 9 910
4344444443444434443334445665666666164464 4016 7 7 8 8
3333334433444433334433345665656656565666 40161010 810
3443333322434444243224236354555656564544 381310 7 9 7
4444443443444444344444446666661666666666 4014 8 9 8 9
3232334344444422344434444646466656666666 3817 7 9 610
3342221433424422143334434654665646266466 3620 810 810
3344332211223423322211324466435551263465 2912 5 2 7 7
2122122223311221221233214321434132113233 2814 4 6 3 8
3333333323333333333323324554455556453444 3913 7 9 7 6
2223242423334443232423124544454455262345 4016 8 8 7 7
2333321222223333322322332565645565563323 3412 6 5 6 6
2333333443332312334443433666656654636666 3414 7 8 6 8
4444422232323323232333325663554633134645 3717 6 7 6 7
3242342323434434433233336666655556663255 3911 9 8 9 8
4243333433343433334443444555655556255566 3414 6 6 7 9
3444444444444444344444446666666656666666 3822 9 9 810
4344333432424444223322224664265656266656 3116 6 6 6 6
3343433333334421323322233164655646565465 3916 8 8 7 8
3444443332334433441111215565643556663332 3816 8 6 7 5
4444444144433343234334236665556556254655 3517 6 7 8 7
3344432341324341233244433464652135214241 3511 6 2 7 9
2321133323324322231121213254443245461222 3511 6 4 6 5
1131112233424244222233233221131544651225 2913 4 2 6 3
3243433343441211232123226656655156262252 3212 8 7 9 8
2432233132423442321111113645146646661144 3514 8 6 8 7
2233223333334333244333334265456446366565 2510 5 4 8 9
2312132313314434131112114634644566662113 3714 7 2 6 5
4444443342434444334224434655555565466466 3816 7 6 8 8
4444441213121313321313215666411111521315 3912 4 1 1 2
3333333433434434244444345555566656466666 4023 710 710
3333333433434444234434446455556556566666 4020 810 910
2233332332324333333222236655555556254252 3816 7 6 8 8
2322223332334444233344343334444545266545 3816 5 6 6 8
4444432322322222231211323364223343331115 3511 5 2 5 5
4444433333333334233433235655454555555555 3818 7 9 7 9
3333322332324422231111113626562566661111 4012 7 4 9 5
4444433233334433334344335653544545666556 4015 7 9 8 9
4444444444441434344444446666666666566666 3920 9 91010
4444444424444444444444446665566666566666 4023 710 910
2344333422324333312133326655433556533542 3014 5 5 8 6
4444443434444444244444446656555553366666 4018 710 810
2222233333333333233333233443654655266656 4017 6 5 5 9
3334333433334423433432235665555556564565 4016 9 9 9 8
4444444444334444443344335666556666566565 3917 8 910 9
3434433332334444343334335655455566664555 4017 9 910 8
4434414434444434234444445555665666565566 4021 910 7 9
4444434432444444242223326666666556662465 401710 9 8 9
3443433342333313323444445664662556266656 3619 6 5 6 8
3444434434444434244444346565665666666666 3614 6 9 910
3333333322324443333332235655642566664253 4015 6 6 7 7
4243443432434444334434335555355656455566 4017 7 9 8 9
4444444444444434444444445656666656566666 4021 910 910
4444443444434444243444235654666666664556 3815 6 7 7 8
3333333333333333433333236655555556264656 3717 7 7 7 7
4343423322334423332223334654644445363356 3813 7 8 8 7
3134442423334444444433444665545555355455 3914 5 5 7 8
4244342323234444342222225565455555363544 3818 6 6 9 7
4444444433333444443422446666465646665566 4015 7 8 8 8
2433432211322232223332236656555666666666 4015 4 9 8 9
3343433423334444244444445665555466566661 4017 6 9 6 7
4444433434434444334433345665256656566666 4015 7 8 7 9
4444444423421144444444416666666656225666 3716 8 5 7 8
4444443333433434234434244646656646466666 4015 81010 8
